id;created_at;updated_at;loteDesbloqueioId;operacaoId;documento;saldo;desbloqueado;responsavelRetornoId;responsavelRetornoNome;responsavelRetornoUnidadeId;responsavelRetornoUnidadeSigla
1751;;;64;187281;2019NE001208;0.11;;;;0;
1752;;;64;173544;2019NE001071;164853.87;;;;0;
1753;;;64;172700;2019NE000214;0.64;;;;0;
1754;;;64;186881;2019NE000453;1022449.86;;;;0;
