id;created_at;updated_at;loteDesbloqueioId;operacaoId;documento;saldo;desbloqueado;responsavelRetornoId;responsavelRetornoNome;responsavelRetornoUnidadeId;responsavelRetornoUnidadeSigla
1713;;;55;187268;2019NE001207;0.12;;;;0;
1714;;;55;187932;2019NE001199;0.12;;;;0;
1715;;;55;187733;2019NE000610;1000000;;;;0;
1716;;;55;186815;2019NE000513;6573730.24;;;;0;
1717;;;55;173666;2019NE001146;373761.94;;;;0;
1718;;;55;187151;2019NE001191;0.78;;;;0;
