id;created_at;updated_at;loteDesbloqueioId;operacaoId;documento;saldo;desbloqueado;responsavelRetornoId;responsavelRetornoNome;responsavelRetornoUnidadeId;responsavelRetornoUnidadeSigla
1676;;;47;186856;2019NE000883;1817943.5;;;;0;
1677;;;47;173568;2019NE001076;1949173.81;;;;0;
