id;created_at;updated_at;loteDesbloqueioId;operacaoId;documento;saldo;desbloqueado;responsavelRetornoId;responsavelRetornoNome;responsavelRetornoUnidadeId;responsavelRetornoUnidadeSigla
1731;;;59;187788;2019NE000440;1059143.74;;;;0;
1732;;;59;187927;2019NE001198;0.12;;;;0;
1733;;;59;187315;2019NE000432;65493.76;;;;0;
1734;;;59;187314;2019NE001197;0.7;;;;0;
