id;created_at;updated_at;loteDesbloqueioId;operacaoId;documento;saldo;desbloqueado;responsavelRetornoId;responsavelRetornoNome;responsavelRetornoUnidadeId;responsavelRetornoUnidadeSigla
1739;;;61;187788;2019NE000440;1059143.74;;;;0;
1740;;;61;187927;2019NE001198;0.12;;;;0;
1741;;;61;187315;2019NE000432;65493.76;;;;0;
1742;;;61;187314;2019NE001197;0.7;;;;0;
