id;created_at;updated_at;loteDesbloqueioId;operacaoId;documento;saldo;desbloqueado;responsavelRetornoId;responsavelRetornoNome;responsavelRetornoUnidadeId;responsavelRetornoUnidadeSigla
1743;;;62;187281;2019NE001208;0.11;;;;0;
1744;;;62;173544;2019NE001071;164853.87;;;;0;
1745;;;62;172700;2019NE000214;0.64;;;;0;
1746;;;62;186881;2019NE000453;1022449.86;;;;0;
