id;created_at;updated_at;loteDesbloqueioId;operacaoId;documento;saldo;desbloqueado;responsavelRetornoId;responsavelRetornoNome;responsavelRetornoUnidadeId;responsavelRetornoUnidadeSigla
1708;;;54;187729;2019NE000807;3700000;;;;0;
1709;;;54;173644;2019NE000616;384741.84;;;;0;
1710;;;54;173627;2019NE000337;531795.31;;;;0;
1711;;;54;187951;2019NE000516;2000000;;;;0;
1712;;;54;173546;2019NE001148;302395.97;;;;0;
