id;created_at;updated_at;loteDesbloqueioId;operacaoId;documento;saldo;desbloqueado;responsavelRetornoId;responsavelRetornoNome;responsavelRetornoUnidadeId;responsavelRetornoUnidadeSigla
1719;;;56;187788;2019NE000440;1059143.74;;;;0;
1720;;;56;187927;2019NE001198;0.12;;;;0;
1721;;;56;187315;2019NE000432;65493.76;;;;0;
1722;;;56;187314;2019NE001197;0.7;;;;0;
