id;created_at;updated_at;loteDesbloqueioId;operacaoId;documento;saldo;desbloqueado;responsavelRetornoId;responsavelRetornoNome;responsavelRetornoUnidadeId;responsavelRetornoUnidadeSigla
1727;;;58;187788;2019NE000440;1059143.74;;;;0;
1728;;;58;187927;2019NE001198;0.12;;;;0;
1729;;;58;187315;2019NE000432;65493.76;;;;0;
1730;;;58;187314;2019NE001197;0.7;;;;0;
